Year,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,PICTURE,
2009,4,4,SAC,Tyreke Evans,University of Memphis,7,414,13866,6934,2018,2172,0.446,0.282,0.755,33.5,16.7,4.9,5.2,22,0.076,0.9,10.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/evansty01.png,
2009,5,5,MIN,Ricky Rubio,,5,219,6931,2216,951,1795,0.365,0.305,0.806,31.6,10.1,4.3,8.2,12.6,0.087,1.3,5.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/rubiori01.png,
2009,6,6,MIN,Jonny Flynn,Syracuse University,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.9,-2.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/flynnjo01.png,
2009,7,7,GSW,Stephen Curry,Davidson College,7,441,15432,9521,1852,3017,0.474,0.442,0.901,35,21.6,4.2,6.8,60.3,0.187,5.4,28.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/curryst01.png,
2009,8,8,NYK,Jordan Hill,University of Arizona,7,349,6584,2755,2073,262,0.492,0.136,0.698,18.9,7.9,5.9,0.8,13.8,0.101,-2.1,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hilljo01.png,
2009,9,9,TOR,DeMar DeRozan,University of Southern California,7,468,15755,8151,1797,1159,0.441,0.266,0.82,33.7,17.4,3.8,2.5,28.5,0.087,-1.5,1.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/derozde01.png,
2009,10,10,MIL,Brandon Jennings,,6,412,13969,6819,1336,2542,0.391,0.351,0.802,33.9,16.6,3.2,6.2,26.6,0.091,1.1,10.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jennibr01.png,
2009,11,11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/willite01.png,
2009,12,12,CHA,Gerald Henderson,Duke University,7,407,10998,4804,1353,833,0.441,0.314,0.791,27,11.8,3.3,2,14.3,0.063,-2.1,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hendege02.png,
2009,13,13,IND,Tyler Hansbrough,University of North Carolina,7,394,6949,2811,1733,177,0.44,0.143,0.744,17.6,7.1,4.4,0.4,19.6,0.135,-2.4,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hansbty01.png,
2009,14,14,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/clarkea01.png,
2009,15,15,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/dayeau01.png,
2009,16,16,CHI,James Johnson,Wake Forest University,7,361,6590,2386,1172,542,0.479,0.263,0.696,18.3,6.6,3.2,1.5,11.2,0.082,1.1,5.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/johnsja01.png,
2009,17,17,PHI,Jrue Holiday,University of California Los Angeles,7,389,12614,5274,1371,2348,0.438,0.377,0.792,32.4,13.6,3.5,6,19.7,0.075,0.6,8.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/holidjr01.png,
2009,18,18,MIN,Ty Lawson,University of North Carolina,7,439,13561,6075,1255,2846,0.462,0.367,0.768,30.9,13.8,2.9,6.5,37.9,0.134,1.2,10.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/lawsoty01.png,
2009,19,19,ATL,Jeff Teague,Wake Forest University,7,461,11923,5402,960,2335,0.448,0.344,0.84,25.9,11.7,2.1,5.1,28.7,0.115,-0.3,5.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/teaguje01.png,
2009,20,20,UTA,Eric Maynor,Virginia Commonwealth University,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/maynoer01.png,
2009,21,21,NOH,Darren Collison,University of California Los Angeles,7,440,12885,5463,1185,2160,0.463,0.365,0.851,29.3,12.4,2.7,4.9,27.2,0.101,-0.1,6.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/collida01.png,
2009,22,22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/clavevi01.png,
2009,23,23,SAC,Omri Casspi,,7,417,8824,3384,1659,488,0.437,0.361,0.676,21.2,8.1,4,1.2,13,0.071,-1.5,1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/casspom01.png,
2009,24,24,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mulleby01.png,
2009,25,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/beaubro01.png,
2009,26,26,CHI,Taj Gibson,University of Southern California,7,455,11178,4157,2823,426,0.486,0.048,0.692,24.6,9.1,6.2,0.9,29.4,0.126,-0.1,5.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/gibsota01.png,
2009,27,27,MEM,DeMarre Carroll,University of Missouri,7,334,7450,2632,1265,391,0.454,0.366,0.726,22.3,7.9,3.8,1.2,17.9,0.115,1.3,6.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/carrode01.png,
2009,28,28,MIN,Wayne Ellington,University of North Carolina,7,399,7563,2722,817,418,0.414,0.377,0.844,19,6.8,2,1,6.6,0.042,-3.1,-2.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/ellinwa01.png,
2009,29,29,LAL,Toney Douglas,Florida State University,7,325,6116,2479,693,705,0.406,0.354,0.824,18.8,7.6,2.1,2.2,9.6,0.075,-0.8,1.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/douglto01.png,
2009,30,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4,-0.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/eyengch01.png,
2010,1,1,WAS,John Wall,University of Kentucky,6,367,13180,6527,1604,3183,0.432,0.31,0.788,35.9,17.8,4.4,8.7,27.9,0.102,2.1,13.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/walljo01.png,
2010,2,2,PHI,Evan Turner,Ohio State University,6,412,11755,4407,2130,1494,0.427,0.304,0.769,28.5,10.7,5.2,3.6,11.7,0.048,-2.1,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/turneev01.png,
2010,3,3,NJN,Derrick Favors,Georgia Institute of Technology,6,388,9866,4345,2814,392,0.513,0.077,0.662,25.4,11.2,7.3,1,26.8,0.131,0.8,7,,
2010,4,4,MIN,Wesley Johnson,Syracuse University,6,373,9348,3109,1254,497,0.412,0.35,0.753,25.1,8.3,3.4,1.3,6.6,0.034,-1.4,1.5,,
2010,5,5,SAC,DeMarcus Cousins,University of Kentucky,6,366,11388,7021,3896,968,0.46,0.23,0.732,31.1,19.2,10.6,2.6,25,0.105,1.7,10.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/couside01.png,
2010,6,6,GSW,Ekpe Udoh,Baylor University,5,270,4564,1072,860,179,0.429,0,0.72,16.9,4,3.2,0.7,5.7,0.06,-1.1,1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/udohek01.png,
2010,7,7,DET,Greg Monroe,Georgetown University,6,403,12602,5815,3725,912,0.507,0,0.696,31.3,14.4,9.2,2.3,34.8,0.133,2.2,13.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/monrogr01.png,
2010,8,8,LAC,Al-Farouq Aminu,Wake Forest University,6,402,9185,2668,2174,446,0.432,0.298,0.726,22.8,6.6,5.4,1.1,12.4,0.065,-0.4,3.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/aminual01.png,
2010,9,9,UTA,Gordon Hayward,Butler University,6,385,11537,5316,1469,1284,0.439,0.37,0.812,30,13.8,3.8,3.3,26.1,0.109,1.4,9.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/haywago01.png,
2010,10,10,IND,Paul George,California State University Fresno,6,314,9982,5035,1938,931,0.429,0.368,0.828,31.8,16,6.2,3,31.8,0.153,4,15.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/georgpa01.png,
2010,11,11,NOH,Cole Aldrich,University of Kansas,6,201,2026,610,675,105,0.504,,0.776,10.1,3,3.4,0.5,4.8,0.114,-0.3,0.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/aldrico01.png,
2010,12,12,MEM,Xavier Henry,University of Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/henryxa01.png,
2010,13,13,TOR,Ed Davis,University of North Carolina,6,379,8131,2733,2415,315,0.561,0,0.562,21.5,7.2,6.4,0.8,24.3,0.144,1.1,6.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/davised01.png,
2010,14,14,HOU,Patrick Patterson,University of Kentucky,6,358,8384,2897,1704,434,0.472,0.363,0.74,23.4,8.1,4.8,1.2,18.8,0.108,0.6,5.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/pattepa01.png,
2010,15,15,MIL,Larry Sanders,Virginia Commonwealth University,5,233,4622,1516,1341,174,0.48,0,0.55,19.8,6.5,5.8,0.7,10.3,0.107,0.6,3.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/sandela01.png,
2010,16,16,MIN,Luke Babbitt,University of Nevada Reno,6,231,2981,981,512,114,0.399,0.397,0.722,12.9,4.2,2.2,0.5,3.5,0.056,-3,-0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/babbilu01.png,
2010,17,17,CHI,Kevin Seraphin,,6,345,5576,2181,1246,202,0.488,0,0.717,16.2,6.3,3.6,0.6,5.1,0.044,-3.9,-2.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/serapke01.png,
2010,18,18,OKC,Eric Bledsoe,University of Kentucky,6,345,8921,3993,1239,1471,0.448,0.334,0.779,25.9,11.6,3.6,4.3,18.2,0.098,1.7,8.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bledser01.png,
2010,19,19,BOS,Avery Bradley,University of Texas at Austin,6,304,7934,3318,763,470,0.437,0.37,0.781,26.1,10.9,2.5,1.5,8.4,0.051,-1.9,0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bradlav01.png,
2010,20,20,SAS,James Anderson,Oklahoma State University,5,209,3719,1276,485,255,0.413,0.33,0.761,17.8,6.1,2.3,1.2,3.4,0.043,-2.6,-0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/anderja01.png,
2010,21,21,OKC,Craig Brackins,Iowa State University,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/brackcr01.png,
2010,22,22,POR,Elliot Williams,University of Memphis,3,104,1425,529,157,90,0.426,0.312,0.667,13.7,5.1,1.5,0.9,0.8,0.026,-5.2,-1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/williel01.png,
2010,23,23,MIN,Trevor Booker,Clemson University,6,335,6777,2185,1719,281,0.512,0.298,0.611,20.2,6.5,5.1,0.8,16.5,0.117,0.1,3.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/booketr01.png,
2010,24,24,ATL,Damion James,University of Texas at Austin,4,39,623,150,131,26,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,-4.3,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jamesda01.png,
2010,25,25,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jonesdo02.png,
2010,26,26,OKC,Quincy Pondexter,University of Washington,5,279,5042,1466,567,230,0.424,0.365,0.732,18.1,5.3,2,0.8,9.1,0.087,-1,1.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/pondequ01.png,
2010,27,27,NJN,Jordan Crawford,Xavier University,4,257,6348,3132,665,813,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,-2.2,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/crawfjo02.png,
2010,28,28,MEM,Greivis Vasquez,University of Maryland,6,391,9382,3565,1009,1910,0.42,0.351,0.819,24,9.1,2.6,4.9,12.8,0.066,-1.4,1.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/vasqugr01.png,
2010,29,29,ORL,Daniel Orton,University of Kentucky,3,51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,-1.7,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/ortonda01.png,
2010,30,30,WAS,Lazar Hayward,Marquette University,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/haywala01.png,
2011,1,1,CLE,Kyrie Irving,Duke University,4,256,8832,5375,903,1447,0.453,0.39,0.862,34.5,21,3.5,5.7,26.4,0.144,3.3,11.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/irvinky01.png,
2011,2,2,MIN,Derrick Williams,University of Arizona,5,320,6928,2925,1321,210,0.428,0.302,0.705,21.7,9.1,4.1,0.7,10.3,0.071,-3.1,-1.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/willide02.png,
2011,3,3,UTA,Enes Kanter,,5,315,6706,3230,2037,184,0.514,0.36,0.75,21.3,10.3,6.5,0.6,14.9,0.107,-3,-1.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/kanteen01.png,
2011,4,4,CLE,Tristan Thompson,University of Texas at Austin,5,328,9366,3260,2787,265,0.49,0,0.627,28.6,9.9,8.5,0.8,20.7,0.106,-1.5,1.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/thomptr01.png,
2011,5,5,TOR,Jonas Valanciunas,,4,237,6242,2611,1909,147,0.553,0,0.777,26.3,11,8.1,0.6,20.4,0.157,-0.9,1.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/valanjo01.png,
2011,6,6,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-0.6,0.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/veselja01.png,
2011,7,7,SAC,Bismack Biyombo,,5,309,6505,1367,1912,91,0.497,,0.541,21.1,4.4,6.2,0.3,10.6,0.078,-2.6,-1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/biyombi01.png,
2011,8,8,DET,Brandon Knight,University of Kentucky,5,301,9829,4725,1066,1372,0.419,0.365,0.799,32.7,15.7,3.5,4.6,11.8,0.058,-0.7,3.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/knighbr03.png,
2011,9,9,CHA,Kemba Walker,University of Connecticut,5,306,10163,5033,1138,1633,0.399,0.324,0.813,33.2,16.4,3.7,5.3,17.6,0.083,1.4,8.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/walkeke02.png,
2011,10,10,MIL,Jimmer Fredette,Brigham Young University,5,233,3143,1409,236,323,0.411,0.38,0.878,13.5,6,1,1.4,2.3,0.036,-4,-1.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/fredeji01.png,
2011,11,11,GSW,Klay Thompson,Washington State University,5,329,10593,5753,1044,777,0.444,0.42,0.845,32.2,17.5,3.2,2.4,23.6,0.107,0.5,6.7,https://blog-blogmediainc.netdna-ssl.com/upload/SportsBlogcom/195401/0030555001423859972_filepicker.png,
2011,12,12,UTA,Alec Burks,University of Colorado,5,250,5794,2679,730,493,0.432,0.361,0.753,23.2,10.7,2.9,2,8.8,0.073,-1.7,0.4,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/alec_burks.png,
2011,13,13,PHO,Markieff Morris,University of Kansas,5,326,8250,3716,1759,539,0.445,0.325,0.762,25.3,11.4,5.4,1.7,13.9,0.081,-0.4,3.3,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/markieff_morris.png,
2011,14,14,HOU,Marcus Morris,University of Kansas,5,282,6396,2645,1142,336,0.428,0.36,0.685,22.7,9.4,4,1.2,12,0.09,-0.6,2.2,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6462.png&w=350&h=254,
2011,15,15,IND,Kawhi Leonard,San Diego State University,5,275,8067,3576,1722,518,0.497,0.382,0.811,29.3,13,6.3,1.9,32.9,0.196,5.5,15.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/leonaka01.png,
2011,16,16,PHI,Nikola Vucevic,University of Southern California,5,279,8307,3839,2774,472,0.511,0.316,0.729,29.8,13.8,9.9,1.7,20.9,0.12,0.4,5.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/vucevni01.png,
2011,17,17,NYK,Iman Shumpert,Georgia Institute of Technology,5,241,6233,1873,857,503,0.398,0.343,0.752,25.9,7.8,3.6,2.1,8,0.062,0,3.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/shumpim01.png,
2011,18,18,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/singlch01.png,
2011,19,19,CHA,Tobias Harris,University of Tennessee,5,249,6732,3195,1410,341,0.462,0.319,0.795,27,12.8,5.7,1.4,14.3,0.102,-0.8,2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/harrito02.png,
2011,20,20,MIN,Donatas Motiejunas,,4,181,3563,1459,745,197,0.481,0.315,0.606,19.7,8.1,4.1,1.1,6.5,0.087,-1.6,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/motiedo01.png,
2011,21,21,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6.5,-0.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/smithno01.png,
2011,22,22,DEN,Kenneth Faried,Morehead State University,5,300,8060,3666,2609,321,0.542,0.091,0.645,26.9,12.2,8.7,1.1,25.9,0.154,1.6,7.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/farieke01.png,
2011,23,23,HOU,Nikola Mirotic,,2,103,2154,1070,542,131,0.401,0.32,0.804,20.9,10.4,5.3,1.3,6.9,0.153,1.2,1.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mirotni01.png,
2011,24,24,OKC,Reggie Jackson,Boston College,5,297,6807,3163,957,1145,0.432,0.302,0.858,22.9,10.6,3.2,3.9,15.2,0.107,0.2,3.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jacksre01.png,
2011,25,25,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/brookma01.png,
2011,26,26,DAL,Jordan Hamilton,University of Texas at Austin,4,140,1796,765,367,102,0.405,0.366,0.671,12.8,5.5,2.6,0.7,2.8,0.076,-1.3,0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hamiljo02.png,
2011,27,27,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/johnsja02.png,
2011,28,28,CHI,Norris Cole,Cleveland State University,5,308,6828,2029,554,816,0.407,0.319,0.724,22.2,6.6,1.8,2.6,2.8,0.019,-4,-3.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/coleno01.png,
2011,29,29,SAS,Cory Joseph,University of Texas at Austin,5,229,3704,1305,440,464,0.476,0.309,0.762,16.2,5.7,1.9,2,10.2,0.132,0.2,2.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/josepco01.png,
2011,30,30,CHI,Jimmy Butler,Marquette University,5,277,8379,3425,1202,584,0.44,0.335,0.805,30.2,12.4,4.3,2.1,29.6,0.169,3,10.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/butleji01.png,
2012,1,1,NOH,Anthony Davis,University of Kentucky,4,219,7377,4385,2107,348,0.52,0.242,0.782,33.7,20,9.6,1.6,32.5,0.211,4.5,12.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/davisan02.png,
2012,2,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,3,195,5114,1750,1195,246,0.464,0.167,0.689,26.2,9,6.1,1.3,9,0.084,-1.4,0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/kiddgmi01.png,
2012,3,3,WAS,Bradley Beal,University of Florida,4,209,7002,3327,805,629,0.421,0.399,0.783,33.5,15.9,3.9,3,11.2,0.077,-0.4,2.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bealbr01.png,
2012,4,4,CLE,Dion Waiters,Syracuse University,4,235,6721,3205,615,603,0.413,0.329,0.715,28.6,13.6,2.6,2.6,4.7,0.033,-2.9,-1.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/waitedi01.png,
2012,5,5,SAC,Thomas Robinson,University of Kansas,4,217,2967,1057,1016,116,0.468,0,0.533,13.7,4.9,4.7,0.5,3.4,0.055,-3.6,-1.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/robinth01.png,
2012,6,6,POR,Damian Lillard,Weber State University,4,271,9948,5588,1040,1667,0.428,0.367,0.863,36.7,20.6,3.8,6.2,28.8,0.139,2.7,11.7,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/damian_lillard.png,
2012,7,7,GSW,Harrison Barnes,University of North Carolina,4,258,7092,2541,1182,363,0.444,0.374,0.741,27.5,9.8,4.6,1.4,14.6,0.099,-0.7,2.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/barneha02.png,
2012,8,8,TOR,Terrence Ross,University of Washington,4,255,5866,2266,664,231,0.412,0.37,0.806,23,8.9,2.6,0.9,7.8,0.064,-1.3,1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/rosste01.png,
2012,9,9,DET,Andre Drummond,University of Connecticut,4,248,7218,3142,3042,141,0.563,0.143,0.392,29.1,12.7,12.3,0.6,25.1,0.167,1.1,5.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/drumman01.png,
2012,10,10,NOH,Austin Rivers,Duke University,4,230,4874,1619,440,472,0.4,0.309,0.624,21.2,7,1.9,2.1,1.3,0.013,-3.9,-2.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/riverau01.png,
2012,11,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,4,182,2841,957,695,112,0.499,0.345,0.84,15.6,5.3,3.8,0.6,6.4,0.109,-1.8,0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/leoname01.png,
2012,12,12,HOU,Jeremy Lamb,University of Connecticut,4,170,2829,1294,418,195,0.433,0.345,0.814,16.6,7.6,2.5,1.1,6.5,0.111,-1.3,0.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/lambje01.png,
2012,13,13,PHO,Kendall Marshall,University of North Carolina,4,132,2719,698,229,717,0.406,0.378,0.593,20.6,5.3,1.7,5.4,1.5,0.027,-5.2,-2.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/marshke01.png,
2012,14,14,MIL,John Henson,University of North Carolina,4,221,4230,1768,1191,219,0.533,0,0.542,19.1,8,5.4,1,9.6,0.108,0.5,2.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hensojo01.png,
2012,15,15,PHI,Maurice Harkless,St. John's University,4,226,5059,1506,797,179,0.454,0.31,0.581,22.4,6.7,3.5,0.8,6.1,0.057,-1,1.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/harklma01.png,
2012,16,16,HOU,Royce White,Iowa State University,1,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-10.4,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/whitero03.png,
2012,17,17,DAL,Tyler Zeller,University of North Carolina,4,244,4934,1908,1209,251,0.506,0,0.776,20.2,7.8,5,1,11.5,0.112,-1.1,1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/zellety01.png,
2012,18,18,HOU,Terrence Jones,University of Kentucky,4,147,3718,1612,915,158,0.52,0.328,0.617,25.3,11,6.2,1.1,11.7,0.151,1.2,3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/joneste01.png,
2012,19,19,ORL,Andrew Nicholson,St. Bonaventure University,4,205,3184,1330,668,95,0.473,0.337,0.784,15.5,6.5,3.3,0.5,3,0.045,-5.5,-2.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/nichoan01.png,
2012,20,20,DEN,Evan Fournier,,4,195,4333,1885,468,326,0.438,0.381,0.753,22.2,9.7,2.4,1.7,6.2,0.069,-1.6,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/fournev01.png,
2012,21,21,BOS,Jared Sullinger,Ohio State University,4,201,5110,2260,1540,345,0.438,0.277,0.749,25.4,11.2,7.7,1.7,12.5,0.117,0.7,3.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/sullija01.png,
2012,22,22,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,0.5,,0.25,6,1.2,0.5,0,0,0.021,-5.8,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/melofa01.png,
2012,23,23,ATL,John Jenkins,Vanderbilt University,4,108,1460,590,167,85,0.448,0.365,0.856,13.5,5.5,1.5,0.8,2.5,0.081,-3.2,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jenkijo01.png,
2012,24,24,CLE,Jared Cunningham,Oregon State University,4,59,462,152,39,34,0.343,0.34,0.657,7.8,2.6,0.7,0.6,0.3,0.026,-5,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/cunnija01.png,
2012,25,25,MEM,Tony Wroten,University of Washington,4,140,2976,1552,347,424,0.415,0.233,0.651,21.3,11.1,2.5,3,-0.8,-0.013,-3.8,-1.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/wroteto01.png,
2012,26,26,IND,Miles Plumlee,Duke University,4,182,3307,979,988,82,0.516,,0.549,18.2,5.4,5.4,0.5,6.6,0.095,-1.2,0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/plumlmi01.png,
2012,27,27,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/moultar01.png,
2012,28,28,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jonespe01.png,
