Year,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,PICTURE,
2012,29,29,CHI,Marquis Teague,University of Kentucky,2,88,835,206,84,121,0.349,0.22,0.686,9.5,2.3,1,1.4,-0.8,-0.046,-8.1,-1.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/teaguma01.png,
2012,30,30,GSW,Festus Ezeli,Vanderbilt University,3,149,2124,612,635,54,0.512,,0.563,14.3,4.1,4.3,0.4,5.4,0.122,-0.8,0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/ezelife01.png,
2013,1,1,CLE,Anthony Bennett,University of Nevada Las Vegas,3,117,1602,527,383,65,0.389,0.256,0.652,13.7,4.5,3.3,0.6,-0.1,-0.002,-5.9,-1.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bennean01.png,
2013,2,2,ORL,Victor Oladipo,Indiana University,3,173,5694,2692,752,702,0.423,0.322,0.799,32.9,15.6,4.3,4.1,6,0.05,-0.2,2.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/oladivi01.png,
2013,3,3,WAS,Otto Porter,Georgetown University,3,133,2476,801,402,122,0.441,0.301,0.754,18.6,6,3,0.9,4.1,0.079,-0.9,0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/porteot01.png,
2013,4,4,CHA,Cody Zeller,Indiana University,3,165,3366,1130,816,212,0.448,0.091,0.742,20.4,6.8,4.9,1.3,7.9,0.113,-0.4,1.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/zelleco01.png,
2013,5,5,PHO,Alex Len,University of Maryland,3,136,2344,710,702,52,0.493,0.2,0.697,17.2,5.2,5.2,0.4,4.8,0.098,-1.8,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/lenal01.png,
2013,6,6,NOH,Nerlens Noel,University of Kentucky,2,96,2936,951,775,156,0.455,,0.599,30.6,9.9,8.1,1.6,3.6,0.059,-0.3,1.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/noelne01.png,
2013,7,7,SAC,Ben McLemore,University of Kansas,3,188,5381,1908,530,251,0.413,0.347,0.81,28.6,10.1,2.8,1.3,3.7,0.033,-1.8,0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mclembe01.png,
2013,8,8,DET,Kentavious Caldwell-Pope,University of Georgia,3,187,5093,1844,493,213,0.4,0.33,0.742,27.2,9.9,2.6,1.1,6.7,0.063,-0.9,1.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/caldwke01.png,
2013,9,9,MIN,Trey Burke,University of Michigan,3,168,5053,2116,459,784,0.381,0.333,0.806,30.1,12.6,2.7,4.7,4.4,0.042,-2,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/burketr01.png,
2013,10,10,POR,C.J. McCollum,Lehigh University,3,125,2327,1122,225,183,0.431,0.39,0.77,18.6,9,1.8,1.5,4,0.083,-1,0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mccolcj01.png,
2013,11,11,PHI,Michael Carter-Williams,Syracuse University,3,156,5131,2340,862,990,0.404,0.252,0.701,32.9,15,5.5,6.3,2.1,0.02,-0.7,1.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/cartemi01.png,
2013,12,12,OKC,Steven Adams,University of Pittsburgh,3,175,3543,949,995,127,0.535,0,0.54,20.2,5.4,5.7,0.7,8.7,0.118,0.6,2.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/adamsst01.png,
2013,13,13,DAL,Kelly Olynyk,Gonzaga University,3,157,3257,1478,756,254,0.466,0.354,0.745,20.7,9.4,4.8,1.6,7.8,0.114,1.5,2.9,http://d2cwpp38twqe55.cloudfront.net/images-011/players/olynyke01.png,
2013,14,14,UTA,Shabazz Muhammad,University of California Los Angeles,3,98,1561,846,271,57,0.483,0.337,0.72,15.9,8.6,2.8,0.6,3,0.091,-3.3,-0.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/muhamsh01.png,
2013,15,15,MIL,Giannis Antetokounmpo,,3,182,5240,1932,1040,425,0.471,0.294,0.738,28.8,10.6,5.7,2.3,9.3,0.085,-0.2,2.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/antetgi01.png,
2013,16,16,BOS,Lucas Nogueira,,2,13,106,38,27,4,0.586,0,0.571,8.2,2.9,2.1,0.3,0.4,0.178,2.1,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/noguelu01.png,
2013,17,17,ATL,Dennis Schroder,,3,151,2696,1198,291,516,0.411,0.311,0.797,17.9,7.9,1.9,3.4,2.1,0.038,-3.9,-1.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/schrode01.png,
2013,18,18,ATL,Shane Larkin,University of Miami,3,147,2788,773,267,377,0.433,0.337,0.746,19,5.3,1.8,2.6,2.6,0.046,-2.2,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/larkish01.png,
2013,19,19,CLE,Sergey Karasev,,3,64,775,199,87,53,0.38,0.266,0.808,12.1,3.1,1.4,0.8,0.5,0.032,-2.9,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/karasse01.png,
2013,20,20,CHI,Tony Snell,University of New Mexico,3,170,3094,894,361,152,0.398,0.359,0.792,18.2,5.3,2.1,0.9,4.3,0.067,-2.3,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/snellto01.png,
2013,21,21,UTA,Gorgui Dieng,University of Louisville,3,156,3528,1186,1043,204,0.506,0.286,0.765,22.6,7.6,6.7,1.3,8.5,0.115,1.9,3.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/dienggo01.png,
2013,22,22,BRK,Mason Plumlee,Duke University,3,177,3691,1470,1013,196,0.596,0,0.546,20.9,8.3,5.7,1.1,11.3,0.147,1.7,3.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/plumlma01.png,
2013,23,23,IND,Solomon Hill,University of Arizona,3,119,2678,797,373,202,0.399,0.321,0.825,22.5,6.7,3.1,1.7,4.1,0.073,-0.5,1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hillso01.png,
2013,24,24,NYK,Tim Hardaway,University of Michigan,3,155,3600,1638,282,195,0.406,0.351,0.815,23.2,10.6,1.8,1.3,3.9,0.051,-3.2,-1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hardati02.png,
2013,25,25,LAC,Reggie Bullock,University of North Carolina,3,93,811,190,111,22,0.325,0.295,0.762,8.7,2,1.2,0.2,0.1,0.005,-4.8,-0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bullore01.png,
2013,26,26,MIN,Andre Roberson,University of Colorado,3,130,2212,411,429,101,0.457,0.245,0.532,17,3.2,3.3,0.8,3.7,0.081,0.1,1.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/roberan03.png,
2013,27,27,DEN,Rudy Gobert,,3,141,3071,919,1082,139,0.583,0,0.6,21.8,6.5,7.7,1,11,0.173,4.1,4.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/goberru01.png,
2013,28,28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,,,
2013,29,29,OKC,Archie Goodwin,University of Kentucky,3,104,1196,478,183,71,0.425,0.226,0.692,11.5,4.6,1.8,0.7,0.5,0.02,-4.5,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/goodwar01.png,
2013,30,30,PHO,Nemanja Nedovic,,1,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/nedovne01.png,
2014,1,1,CLE,Andrew Wiggins,University of Kansas,2,104,3737,1841,454,206,0.435,0.295,0.754,35.9,17.7,4.4,2,3.2,0.041,-2.3,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/wiggian01.png,
2014,2,2,MIL,Jabari Parker,Duke University,2,44,1213,509,222,62,0.487,0.222,0.745,27.6,11.6,5,1.4,2.1,0.082,-2,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/parkeja01.png,
2014,3,3,PHI,Joel Embiid,University of Kansas,,,,,,,,,,,,,,,,,,,
2014,4,4,ORL,Aaron Gordon,University of Arizona,2,69,1220,408,272,61,0.456,0.293,0.698,17.7,5.9,3.9,0.9,2.4,0.094,-0.8,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/gordoaa01.png,
2014,5,5,UTA,Dante Exum,,1,82,1817,393,131,198,0.349,0.314,0.625,22.2,4.8,1.6,2.4,-0.1,-0.003,-3.8,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/exumda01.png,
2014,6,6,BOS,Marcus Smart,Oklahoma State University,2,76,2070,611,256,237,0.362,0.322,0.654,27.2,8,3.4,3.1,3.3,0.076,1,1.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/smartma01.png,
2014,7,7,LAL,Julius Randle,University of Kentucky,2,25,679,281,224,42,0.425,0,0.656,27.2,11.2,9,1.7,0.5,0.032,-3.7,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/randlju01.png,
2014,8,8,SAC,Nik Stauskas,University of Michigan,2,96,1705,509,141,110,0.358,0.307,0.813,17.8,5.3,1.5,1.1,0.4,0.011,-3.8,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/stausni01.png,
2014,9,9,CHH,Noah Vonleh,Indiana University,2,50,617,161,171,15,0.419,0.32,0.725,12.3,3.2,3.4,0.3,0.7,0.057,-4.7,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/vonleno01.png,
2014,10,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,2,105,3219,998,444,679,0.418,0.282,0.579,30.7,9.5,4.2,6.5,3.3,0.049,-0.7,1.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/paytoel01.png,
2014,11,11,DEN,Doug McDermott,Creighton University,2,57,786,299,88,21,0.439,0.402,0.72,13.8,5.2,1.5,0.4,0.8,0.05,-4.4,-0.5,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mcderdo01.png,
2014,12,12,ORL,Dario Saric,,,,,,,,,,,,,,,,,,,,
2014,13,13,MIN,Zach LaVine,University of California Los Angeles,2,100,2475,1115,295,359,0.425,0.349,0.859,24.8,11.2,3,3.6,0.5,0.009,-3.2,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/lavinza01.png,
2014,14,14,PHO,T.J. Warren,North Carolina State University,2,64,1123,500,163,42,0.521,0.319,0.74,17.5,7.8,2.5,0.7,2.4,0.101,-1.8,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/warretj01.png,
2014,15,15,ATL,Adreian Payne,Michigan State University,2,47,894,265,201,38,0.423,0.316,0.673,19,5.6,4.3,0.8,-0.4,-0.022,-5.4,-0.8,http://d2cwpp38twqe55.cloudfront.net/images-011/players/paynead01.png,
2014,16,16,CHI,Jusuf Nurkic,,1,62,1103,426,382,50,0.446,0,0.636,17.8,6.9,6.2,0.8,1.6,0.069,-0.6,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/nurkiju01.png,
2014,17,17,BOS,James Young,University of Kentucky,2,39,411,118,52,17,0.357,0.257,0.515,10.5,3,1.3,0.4,0.4,0.051,-3.5,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/youngja01.png,
2014,18,18,PHO,Tyler Ennis,Syracuse University,2,42,530,155,50,84,0.365,0.28,0.733,12.6,3.7,1.2,2,-0.5,-0.041,-6.8,-0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/ennisty01.png,
2014,19,19,CHI,Gary Harris,Michigan State University,2,72,1188,357,108,61,0.371,0.28,0.754,16.5,5,1.5,0.8,-0.1,-0.002,-3,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/harriga01.png,
2014,20,20,TOR,Bruno Caboclo,,2,9,24,10,2,0,0.308,0.667,,2.7,1.1,0.2,0,-0.2,-0.309,-20.2,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/cabocbr01.png,
2014,21,21,OKC,Mitch McGary,University of Michigan,2,38,519,210,174,16,0.532,0,0.609,13.7,5.5,4.6,0.4,1.3,0.116,-2.7,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mcgarmi01.png,
2014,22,22,MEM,Jordan Adams,University of California Los Angeles,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.4,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/adamsjo01.png,
2014,23,23,UTA,Rodney Hood,Duke University,2,71,1695,692,172,141,0.413,0.341,0.802,23.9,9.7,2.4,2,3.3,0.092,-0.7,0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hoodro01.png,
2014,24,24,CHH,Shabazz Napier,University of Connecticut,2,73,1303,361,133,178,0.375,0.348,0.759,17.8,4.9,1.8,2.4,0.7,0.027,-3.1,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/napiesh01.png,
2014,25,25,HOU,Clint Capela,,2,36,571,228,198,18,0.586,,0.366,15.9,6.3,5.5,0.5,1.7,0.146,-0.3,0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/capelca01.png,
2014,26,26,MIA,P.J. Hairston,University of North Carolina,2,65,1027,337,139,36,0.322,0.291,0.875,15.8,5.2,2.1,0.6,0.6,0.026,-3.4,-0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hairspj02.png,
2014,27,27,PHO,Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,,,
2014,28,28,LAC,C.J. Wilcox,University of Washington,2,22,101,41,7,8,0.421,0.368,1,4.6,1.9,0.3,0.4,0,-0.024,-6,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/wilcocj01.png,
2014,29,29,OKC,Josh Huestis,Stanford University,,,,,,,,,,,,,,,,,,,
2014,30,30,SAS,Kyle Anderson,University of California Los Angeles,2,58,662,141,128,53,0.367,0.35,0.632,11.4,2.4,2.2,0.9,1.1,0.078,-1.4,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/anderky01.png,
2015,1,1,MIN,Karl-Anthony Towns,University of Kentucky,1,23,640,343,211,23,0.531,0.412,0.814,27.8,14.9,9.2,1,2.1,0.157,2.1,0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/townska01.png,
2015,2,2,LAL,D'Angelo Russell,Ohio State University,1,24,682,288,104,77,0.402,0.325,0.75,28.4,12,4.3,3.2,-0.2,-0.015,-2.4,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/russeda01.png,
2015,3,3,PHI,Jahlil Okafor,Duke University,1,23,750,404,187,29,0.452,0,0.71,32.6,17.6,8.1,1.3,0,0.002,-5.3,-0.6,http://d2cwpp38twqe55.cloudfront.net/images-011/players/okafoja01.png,
2015,4,4,NYK,Kristaps Porzingis,,1,25,683,339,209,23,0.441,0.354,0.842,27.3,13.6,8.4,0.9,1.7,0.123,0.1,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/porzikr01.png,
2015,5,5,ORL,Mario Hezonja,,1,21,251,84,30,12,0.394,0.412,0.933,12,4,1.4,0.6,0,0.001,-5.5,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hezonma01.png,
2015,6,6,SAC,Willie Cauley-Stein,University of Kentucky,1,20,378,96,103,7,0.609,,0.514,18.9,4.8,5.2,0.4,0.9,0.113,0.8,0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/caulewi01.png,
2015,7,7,DEN,Emmanuel Mudiay,,1,23,669,245,81,132,0.311,0.247,0.682,29.1,10.7,3.5,5.7,-1.8,-0.126,-6.2,-0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/mudiaem01.png,
2015,8,8,DET,Stanley Johnson,University of Arizona,1,25,533,200,92,28,0.375,0.284,0.758,21.3,8,3.7,1.1,0.3,0.031,-3.2,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/johnsst04.png,
2015,9,9,CHO,Frank Kaminsky,University of Wisconsin,1,22,379,117,63,29,0.434,0.417,0.762,17.2,5.3,2.9,1.3,1,0.123,-0.1,0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/kaminfr01.png,
2015,10,10,MIA,Justise Winslow,Duke University,1,22,626,139,111,32,0.419,0.238,0.583,28.5,6.3,5,1.5,0.4,0.03,-1.6,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/winslju01.png,
2015,11,11,IND,Myles Turner,University of Texas at Austin,1,8,127,49,23,1,0.553,,0.7,15.9,6.1,2.9,0.1,0.3,0.111,-3.3,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/turnemy01.png,
2015,12,12,UTA,Trey Lyles,University of Kentucky,1,20,234,47,58,8,0.333,0.25,0.556,11.7,2.4,2.9,0.4,0,-0.006,-5.8,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/lylestr01.png,
2015,13,13,PHO,Devin Booker,University of Kentucky,1,21,307,123,25,15,0.523,0.708,0.778,14.6,5.9,1.2,0.7,0.8,0.124,-1.3,0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/bookede01.png,
2015,14,14,OKC,Cameron Payne,Murray State University,1,11,44,15,9,9,0.333,0.333,,4,1.4,0.8,0.8,0,0.018,-4.8,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/payneca01.png,
2015,15,15,ATL,Kelly Oubre,University of Kansas,1,15,103,38,18,3,0.351,0.2,0.6,6.9,2.5,1.2,0.2,-0.1,-0.056,-10.5,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/oubreke01.png,
2015,16,16,BOS,Terry Rozier,University of Louisville,1,14,94,27,15,8,0.273,0.182,1,6.7,1.9,1.1,0.6,-0.3,-0.163,-11.6,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/roziete01.png,
2015,17,17,MIL,Rashad Vaughn,University of Nevada Las Vegas,1,18,154,40,21,4,0.292,0.333,1,8.6,2.2,1.2,0.2,-0.2,-0.056,-6.7,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/vaughra01.png,
2015,18,18,HOU,Sam Dekker,University of Wisconsin,1,3,6,0,1,0,,,,2,0,0.3,0,0,0.104,-0.1,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/dekkesa01.png,
2015,19,19,WAS,Jerian Grant,University of Notre Dame,1,24,412,132,46,61,0.381,0.192,0.822,17.2,5.5,1.9,2.5,0.1,0.017,-4.6,-0.3,http://d2cwpp38twqe55.cloudfront.net/images-011/players/grantje02.png,
2015,20,20,TOR,Delon Wright,University of Utah,1,4,10,0,4,0,0,0,,2.5,0,1,0,-0.1,-0.461,-29,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/wrighde01.png,
2015,21,21,DAL,Justin Anderson,University of Virginia,1,16,103,36,18,3,0.438,0.25,0.5,6.4,2.3,1.1,0.2,0,-0.015,-6.1,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/anderju01.png,
2015,22,22,CHI,Bobby Portis,University of Arkansas,1,3,22,14,3,1,0.538,0,,7.3,4.7,1,0.3,0,0.044,-2.3,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/portibo01.png,
2015,23,23,POR,Rondae Hollis-Jefferson,University of Arizona,1,19,419,99,116,27,0.481,0.2,0.667,22.1,5.2,6.1,1.4,0.9,0.104,2.1,0.4,http://d2cwpp38twqe55.cloudfront.net/images-011/players/holliro01.png,
2015,24,24,CLE,Tyus Jones,Duke University,1,2,14,1,1,1,0,0,0.5,7,0.5,0.5,0.5,-0.1,-0.28,-12.6,0,http://d2cwpp38twqe55.cloudfront.net/images-011/players/jonesty01.png,
2015,25,25,MEM,Jarell Martin,Louisiana State University,,,,,,,,,,,,,,,,,,http://d2cwpp38twqe55.cloudfront.net/images-011/players/martija01.png,
2015,26,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,,,
2015,27,27,LAL,Larry Nance Jr.,University of Wyoming,1,19,344,78,67,11,0.466,0.5,0.818,18.1,4.1,3.5,0.6,0.1,0.02,-4,-0.2,http://d2cwpp38twqe55.cloudfront.net/images-011/players/nancela02.png,
2015,28,28,BOS,R.J. Hunter,Georgia State University,1,14,151,44,20,5,0.37,0.267,1,10.8,3.1,1.4,0.4,0.1,0.038,-3.9,-0.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/hunterj01.png,
2015,29,29,BRK,Chris McCullough,Syracuse University,,,,,,,,,,,,,,,,,,,
2015,30,30,GSW,Kevon Looney,University of California Los Angeles,,,,,,,,,,,,,,,,,,,
