肥宅,15,1
白癡,13,1
標題,11,1
記者,10,1
老師,9,1
妹妹,9,1
KMT,8,1
世界,8,1
新聞,8,1
可愛,7,1
soga,6,1
簽名檔,6,1
垃圾,6,1
射精,6,1
後來,6,1
告白,6,1
謝謝,6,1
好吃,6,1
邏輯,6,1
樓上,5,1
加油,5,1
除毛,5,1
大肚子,5,1
講話,5,1
五樓,5,1
這篇,4,1
反觀,4,1
路人甲,4,1
你媽,4,1
不夠,4,1
沒什麼,4,1
可見,4,1
乾脆,4,1
這誰,4,1
輪不到,4,1
媒體,4,1
初音,4,1
這我,4,1
靠北,4,1
想太多,4,1
台灣,4,1
還沒,3,1
態度,3,1
還在,3,1
關係,3,1
殭屍,3,1
確認,3,1
難怪,3,1
名嘴,3,1
北七,3,1
